name,name_mn,calories,carbohydrate,sugars,fiber,protein,fat
"CAMPBELL'S Soup on the Go, Vegetable with Mini Round Noodles Soup",,33.0,6.89,4.59,0.3,0.66,0.16
"Chicken, batter, fried, cooked, meat and skin, broilers or fryers",,289.0,9.42,0.0,0.3,22.54,17.35
"Cabbage, without salt, drained, boiled, cooked, chinese (pe-tsai)",,14.0,2.41,0.0,1.7,1.5,0.17
"Lamb, raw, separable lean only, tenderloin, imported, New Zealand",,116.0,0.0,0.0,0.0,20.53,3.81
"Beverages, with vitamin E added, reduced sugar, fruit juice drink",,39.0,10.0,9.0,0.0,0.0,0.07
"Muffins, made with low fat (2%) milk, prepared from recipe, plain",,296.0,41.4,0.0,2.7,6.9,11.4
"Margarine-like, with salt, liquid, fat free, vegetable oil spread",,43.0,2.5,0.0,0.0,1.5,3.0
"Artichokes, with salt, drained, boiled, cooked, (globe or french)",,51.0,11.39,0.99,5.7,2.89,0.34
"Ice creams, Vanilla Chocolate Strawberry, No Sugar Added, BREYERS",,143.0,21.7,6.15,0.7,3.71,6.26
"Broadbeans, without salt, drained, boiled, cooked, immature seeds",,62.0,10.1,0.0,3.6,4.8,0.5
"Lamb, raw, separable lean only, fore-shank, imported, New Zealand",,122.0,0.0,0.0,0.0,22.05,3.77
"Chicken, fried, cooked, meat only, light meat, broilers or fryers",,192.0,0.42,0.0,0.0,32.82,5.54
"Chicken, stewed, cooked, meat only, dark meat, broilers or fryers",,192.0,0.0,0.0,0.0,25.97,8.98
"Beef, pan-broiled, cooked, patty, 80% lean meat / 20% fat, ground",,246.0,0.0,0.0,0.0,24.04,15.94
"Beef, pan-broiled, cooked, patty, 75% lean meat / 25% fat, ground",,248.0,0.0,0.0,0.0,23.45,16.44
"Beans, with salt, boiled, cooked, mature seeds, all types, kidney",,127.0,22.8,0.32,6.4,8.67,0.5
"Beans, with salt, boiled, cooked, mature seeds, cranberry (roman)",,136.0,24.46,0.0,8.6,9.34,0.46
"Pork, roasted, cooked, separable lean and fat, whole, loin, fresh",,248.0,0.0,0.0,0.0,27.09,14.65
"Pork, broiled, cooked, separable lean and fat, whole, loin, fresh",,242.0,0.0,0.0,0.0,27.32,13.92
"Wheat flour, unenriched, bleached, 9% protein, white (industrial)",,367.0,77.32,0.54,2.4,8.89,1.43
"CAMPBELL'S Red and White - Microwaveable Bowls, Chicken Rice Soup",,30.0,5.71,0.41,0.4,0.82,0.41
"USDA Commodity, cooked, frozen, bulk/links/patties, sausage, pork",,267.0,0.0,0.0,0.0,19.76,20.26
"Restaurant, without meat or noodles, vegetable chow mein, Chinese",,43.0,5.74,2.63,1.2,1.34,1.68
"Chicken, cooked simmered, meat and skin, neck, broilers or fryers",,247.0,0.0,0.0,0.0,19.61,18.1
"PREGO Pasta, ready-to-serve, Diced Onion and Garlic Italian Sauce",,92.0,13.85,9.23,2.3,1.54,3.46
"Soup, prepared with equal volume milk, canned, cream of asparagus",,65.0,6.61,0.0,0.3,2.55,3.3
"MORNINGSTAR FARMS Chik'n Grill Veggie Patties, unprepared, frozen",,118.0,10.2,0.2,5.7,12.8,4.8
"Pigeonpeas, without salt, drained, boiled, cooked, immature seeds",,111.0,19.49,2.48,4.2,5.96,1.36
"Milk, without added vitamin A and vitamin D, regular, nonfat, dry",,362.0,51.98,51.98,0.0,36.16,0.77
"Cereals, dry, Brown Sugar, DINOSAUR EGGS, Instant Oatmeal, QUAKER",,384.0,73.68,28.91,6.4,8.69,7.59
"Chicken, roasted, cooked, meat and skin, wing, broilers or fryers",,254.0,0.0,0.0,0.0,23.79,16.87
"Restaurant, fried, battered or breaded, fish fillet, family style",,219.0,16.89,0.45,0.9,13.49,10.79
"Pork, unheated, separable lean and fat, bone-in, rump, ham, cured",,176.0,0.52,0.06,0.0,22.27,9.38
"Soup, prepared with equal volume water, canned, cream of mushroom",,39.0,3.33,0.2,0.3,0.66,2.59
"Milk, without added vitamin A and vitamin D, instant, nonfat, dry",,358.0,52.19,52.19,0.0,35.1,0.72
"Squash, with salt, drained, boiled, cooked, all varieties, summer",,20.0,4.31,2.59,1.4,0.91,0.31
"Soup, ready-to-serve, canned, reduced sodium, beef and vegetables",,42.0,4.99,1.22,0.8,3.26,0.95
"Beans, without salt, boiled, cooked, mature seeds, great northern",,118.0,21.09,0.0,7.0,8.33,0.45
"CAMPBELL'S CHUNKY Soups, HEALTHY REQUEST New England Clam Chowder",,53.0,8.16,0.82,0.8,2.04,1.22
"Snacks, salted, made with unenriched flour, plain, hard, pretzels",,381.0,79.2,0.0,2.8,9.1,3.5
"Rice and vermicelli mix, prepared with 80% margarine, beef flavor",,129.0,22.03,0.0,0.6,2.82,3.2
"KASHI, Frozen Entree, Roasted Garlic Chicken Farfalle, STEAM MEAL",,103.0,14.6,1.4,1.6,5.5,3.2
"Babyfood, prepared with whole milk, with bananas, oatmeal, cereal",,86.0,10.0,5.9,0.4,3.82,3.46
"Fast Foods, meat and skin with breading, Drumstick, Fried Chicken",,267.0,7.59,0.0,0.5,21.13,16.92
"Bread, commercially prepared (includes soft bread crumbs), white",,266.0,49.42,5.67,2.7,8.85,3.33
"Broccoli, without salt, drained, boiled, cooked, chopped, frozen",,28.0,5.35,1.47,3.0,3.1,0.12
"Fast foods, with condiments, regular patty, cheeseburger; single",,270.0,25.46,5.24,1.9,13.49,12.9
"Chicken, fried, cooked, meat only, drumstick, broilers or fryers",,195.0,0.0,0.0,0.0,28.62,8.08
"Chicken, roasted, cooked, meat and skin, leg, broilers or fryers",,184.0,0.0,0.0,0.0,24.03,8.99
"Fast foods, and canadian bacon, cheese, with egg, english muffin",,228.0,21.67,2.13,0.4,13.64,9.66
"Salad dressing, with salt, soybean and safflower oil, mayonnaise",,717.0,2.7,0.48,0.0,1.1,79.4
"Formulated bar, milk chocolate peanut, SLIM-FAST OPTIMA meal bar",,386.0,60.21,25.0,5.1,16.19,8.92
"Chicken, stewed, cooked, meat and skin, back, broilers or fryers",,258.0,0.0,0.0,0.0,22.18,18.14
"Beans, boiled with salt, cooked, mature seeds, royal red, kidney",,123.0,21.85,0.0,9.3,9.49,0.17
"SUBWAY, turkey breast sub on white bread with lettuce and tomato",,147.0,22.42,3.09,1.3,9.12,2.31
"PREGO Pasta, ready-to-serve, Mushroom and Parmesan Italian Sauce",,104.0,17.6,10.4,2.4,2.4,2.8
"KEEBLER, Cookies 'N Creme, FUDGE SHOPPE, 100 Calorie RIGHT BITES",,471.0,72.2,39.7,2.4,4.0,19.1
"CAMPBELL'S Red and White, condensed, 25% Less Sodium Tomato Soup",,73.0,16.13,9.68,0.8,1.61,0.0
"Bread, unenriched (includes corn muffin mix), dry mix, cornbread",,418.0,69.5,0.0,6.5,7.0,12.2
"Cereals ready-to-eat, pecan bunches, HONEY BUNCHES OF OATS, POST",,399.0,82.0,21.9,5.2,7.0,5.4
"Broadbeans (fava beans), with salt, boiled, cooked, mature seeds",,110.0,19.65,1.82,5.4,7.6,0.4
"Cereals, dry, cheddar cheese flavor, instant, corn grits, QUAKER",,363.0,72.96,2.76,4.2,8.98,5.46
"Vegetables, without salt, drained, boiled, cooked, frozen, mixed",,65.0,13.09,3.12,4.4,2.86,0.15
"Bread, low sodium no salt, toasted, commercially prepared, white",,293.0,54.4,0.0,0.0,9.0,4.0
"Cereals ready-to-eat, Oat Cluster CHEERIOS Crunch, GENERAL MILLS",,378.0,80.7,27.9,7.0,8.5,4.6
"Beef, pan-broiled, patty cooked, 70% lean meat / 30% fat, ground",,238.0,0.0,0.0,0.0,22.86,15.54
"SUBWAY, lettuce and tomato, B.L.T. sub on white bread with bacon",,205.0,26.66,3.61,1.6,10.06,6.41
"MORNINGSTAR FARMS Spicy Indian Veggie Burger, unprepared, frozen",,189.0,17.0,2.2,7.8,9.2,11.6
"POPEYES, meat and skin with breading, Thigh, Mild, Fried Chicken",,310.0,11.2,0.0,0.5,19.14,20.99
"Beef, raw, separable lean only, eye round, imported, New Zealand",,116.0,1.35,0.0,0.0,20.15,3.35
"Beef, raw, separable lean only, cube roll, imported, New Zealand",,161.0,1.38,0.0,0.0,19.77,8.51
"Snacks, chocolate-flavor, confectioner's coating, hard, pretzels",,457.0,70.9,38.8,2.4,7.5,16.7
"Crackers, with peanut butter filling, sandwich-type, whole grain",,465.0,54.59,9.41,9.4,14.12,21.18
"Soup, prepared with equal volume water, canned, cream of chicken",,48.0,3.8,0.0,0.1,1.41,3.02
"Puddings, prepared with 2% milk, regular, dry mix, coconut cream",,104.0,17.8,0.0,0.2,3.1,2.5
"Cereals ready-to-eat, KRETSCHMER Toasted Wheat Bran, SUN COUNTRY",,200.0,59.51,0.0,41.3,17.56,5.16
"KEEBLER, bite size, Rainbow Chocolate Chip Cookies, CHIPS DELUXE",,505.0,68.55,35.3,1.7,4.75,23.9
"Soup, reduced sodium, reduced fat, any flavor, dry, ramen noodle",,350.0,70.95,0.85,2.7,10.89,2.5
"Game meat, broiled, cooked, separable lean only, tenderloin, elk",,162.0,0.0,0.0,0.0,30.76,3.41
"Collards, without salt, drained, boiled, cooked, chopped, frozen",,36.0,7.1,0.57,2.8,2.97,0.41
"Chicken, flour, fried, cooked, meat and skin, broilers or fryers",,269.0,3.15,0.0,0.1,28.56,14.92
"Fast Food, regular crust, cheese topping, 14"" pizza, Pizza Chain",,266.0,33.33,3.58,2.3,11.39,9.69
"Fat free ice cream, flavors other than chocolate, no sugar added",,129.0,27.94,8.82,7.4,4.41,0.0
"Agutuk, fish with shortening (Alaskan ice cream) (Alaska Native)",,470.0,10.5,0.0,0.0,9.0,43.5
"Fish, drained solids with bone, canned in oil, Atlantic, sardine",,208.0,0.0,0.0,0.0,24.62,11.45
"Muffins, made with low fat (2%) milk, prepared from recipe, corn",,316.0,44.2,0.0,0.0,7.1,12.3
"Beef, pan-broiled, cooked, patty, 95% lean meat / 5% fat, ground",,164.0,0.0,0.0,0.0,25.8,5.94
"Soup, single brand, ready-to-serve, chunky, chicken corn chowder",,99.0,7.5,0.0,0.9,3.1,6.3
"Lamb, raw, separable lean only, loin chop, imported, New Zealand",,142.0,0.0,0.0,0.0,19.98,6.88
"Chicken, fried, cooked, meat only, dark meat, broilers or fryers",,239.0,2.59,0.0,0.0,28.99,11.62
"Lamb, raw, mechanically separated, variety meats and by-products",,276.0,0.0,0.0,0.0,14.97,23.54
"Soup, single brand, ready-to-serve, microwavable, vegetable beef",,44.0,3.3,0.0,1.5,6.2,0.7
"Wheat flour, enriched, bleached, 10% protein, white (industrial)",,366.0,76.22,0.49,2.4,9.71,1.48
"Cereals ready-to-eat, honey roasted, HONEY BUNCHES OF OATS, POST",,401.0,81.19,19.79,4.2,7.12,5.46
"Beans, drained without salt, boiled, cooked, frozen, green, snap",,28.0,6.45,1.88,3.0,1.49,0.17
"Fast Food, stuffed crust, cheese topping, 14"" pizza, Pizza Chain",,274.0,30.0,2.9,1.7,12.23,11.63
"GARDENBURGER Savory Portabella Veggie Burger, unprepared, frozen",,138.0,22.1,1.2,7.1,5.9,3.3
"Soup, low sodium, prepared with water, canned, vegetable chicken",,69.0,8.76,1.42,0.4,5.1,2.0
"Peppers, with salt, drained, boiled, chopped, frozen, red, sweet",,16.0,3.31,2.86,0.8,0.95,0.18
"Jams and preserves, any flavor, no sugar (with sodium saccharin)",,132.0,53.42,37.81,2.5,0.3,0.3
"Soup, prepared with equal volume water, canned, chicken mushroom",,54.0,3.8,0.0,0.1,1.8,3.75
"Pasta, cooked, remaining enriched semolina, 51% whole wheat, whole grain",,156.0,30.87,0.65,4.5,5.67,1.48
"Squash, without salt, or baked, drained, boiled, cooked, spaghetti, winter",,27.0,6.46,2.53,1.4,0.66,0.26
"KEEBLER, Mini Fudge Stripes Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",,470.0,74.3,39.2,1.9,4.0,17.8
"KFC, meat and skin with breading, Drumstick, ORIGINAL RECIPE, Fried Chicken",,239.0,5.39,0.0,0.0,22.3,14.22
"Pork, raw, separable lean and fat, boneless, center loin (chops), loin, fresh",,201.0,0.0,0.0,0.0,21.14,12.96
"Chicken, braised, cooked, with added solution, meat and skin, thigh, dark meat",,215.0,0.21,0.0,0.0,20.7,14.62
"Beef, braised, cooked, separable lean and fat, hind shin, imported, New Zealand",,196.0,0.07,0.0,0.0,29.82,8.5
"SUPPER BAKES MEAL KITS, Southwestern-Style Chicken w/rice (chicken not included)",,189.0,39.51,4.94,2.5,4.94,1.23
"Beef, fast fried, cooked, separable lean only, rump centre, imported, New Zealand",,188.0,0.0,0.0,0.0,30.17,7.48
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, roast, tip round, round",,130.0,0.0,0.0,0.0,20.76,4.55
"Beef, boiled, cooked, tongue, variety meats and by-products, imported, New Zealand",,271.0,3.68,0.0,0.0,18.31,20.34
"Lamb, raw, separable lean and fat, square-cut shoulder chops, imported, New Zealand",,275.0,0.23,0.0,0.0,17.02,22.84
"KELLOGG'S, Ice Cream Shoppe Frosted Strawberry Milkshake Toaster Pastries, POP-TARTS",,397.0,70.0,23.9,2.7,4.0,11.3
"Pork, braised, cooked, separable lean only, bone-in, center rib (chops), loin, fresh",,208.0,0.0,0.0,0.0,29.03,9.32
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",,249.0,0.0,0.0,0.0,19.14,18.57
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, arm pot roast, chuck",,239.0,0.0,0.0,0.0,19.33,17.39
"Pork, roasted, cooked, separable lean only, boneless, top loin (roasts), loin, fresh",,173.0,0.0,0.0,0.0,27.23,6.28
"Bagels, without calcium propionate(includes onion, poppy, sesame), unenriched, plain",,275.0,53.4,0.0,2.3,10.5,1.6
"Pork, roasted, cooked, bone-in, separable lean only, country-style ribs, loin, fresh",,227.0,0.0,0.0,0.0,29.2,11.38
"Cereals, reduced sugar, variety of flavors, fruit and cream, Instant Oatmeal, QUAKER",,376.0,71.57,17.66,8.3,10.16,7.46
"Pork, roasted, cooked, separable lean and fat, boneless, blade (roasts), loin, fresh",,199.0,0.0,0.0,0.0,26.48,10.32
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, steak, top round, round",,140.0,0.0,0.0,0.0,22.69,4.78
"Beef, slow roasted, cooked, separable lean and fat, eye round, imported, New Zealand",,168.0,0.0,0.0,0.0,29.49,5.57
"Beef, fast roasted, cooked, separable lean and fat, cube roll, imported, New Zealand",,286.0,0.03,0.0,0.0,27.79,19.45
"Beef, braised, cooked, separable lean and fat, chuck eye roll, imported, New Zealand",,252.0,0.0,0.0,0.0,29.92,14.74
"Cereals ready-to-eat, Bite Size, Maple & Brown Sugar, FROSTED MINI-WHEATS, KELLOGG'S",,351.0,84.7,22.7,10.3,8.7,1.5
"Babyfood, multigrain cereal and added iron fortified, with fruit, whole milk, yogurt",,92.0,13.0,11.46,0.6,3.05,3.08
"Fast foods, turkey breast on white bread with lettuce and tomato, submarine sandwich",,147.0,22.42,3.09,1.3,9.12,2.31
"Beef, raw, select, trimmed to 1/8"" fat, separable lean only, steak, top round, round",,129.0,0.0,0.0,0.0,23.13,3.37
"Toaster Pastries, Frosted brown sugar cinnamon, KELLOGG'S LOW FAT POP TARTS, KELLOGG",,366.0,73.7,30.5,5.5,4.7,5.9
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",,160.0,0.0,0.0,0.0,21.31,8.29
"Beef, raw, select, trimmed to 0"" fat, separable lean only, boneless, chuck eye steak",,143.0,0.0,0.0,0.0,21.28,6.47
"Pork, unheated, separable lean only, boneless, whole, ham with natural juices, cured",,111.0,1.03,1.03,0.0,19.44,3.21
"Candies, candy bar, soft nougats, peanut butter, milk chocolate, REESE's Fast Break",,495.0,63.9,53.57,3.6,8.93,23.21
"Oil, multiuse for non-dairy butter flavor, soy (partially hydrogenated), industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, foreshank, domestic",,201.0,0.0,0.0,0.0,18.91,13.38
"Bagels, without calcium propionate (includes onion, poppy, sesame), enriched, plain",,275.0,53.4,0.0,2.3,10.5,1.6
"Margarine-like, with added vitamin D, with salt, tub, 60% fat, vegetable oil spread",,533.0,0.86,0.0,0.0,0.17,59.81
"Pork, roasted, cooked, separable lean and fat, bone-in, blade (roasts), loin, fresh",,254.0,0.0,0.0,0.0,24.29,16.71
"Lima beans, without salt, drained, boiled, cooked, fordhook, frozen, immature seeds",,103.0,19.32,1.34,5.3,6.07,0.34
"Pork, raw, separable lean and fat, boneless, sirloin (chops or roasts), loin, fresh",,133.0,0.0,0.0,0.0,22.49,4.05
"Pork, roasted, cooked, separable lean only, boneless, sirloin (roasts), loin, fresh",,178.0,0.0,0.0,0.0,30.39,5.31
"Chickpeas (garbanzo beans, bengal gram), without salt, boiled, cooked, mature seeds",,164.0,27.42,4.8,7.6,8.86,2.59
"Milk, with added vitamin A and vitamin D, reduced fat, commercial, fluid, chocolate",,76.0,12.13,9.55,0.7,2.99,1.9
"Cake, with added fiber, low-fat, chocolate with frosting, creme-filled, snack cakes",,409.0,69.37,33.42,14.9,3.71,13.0
"CONTINENTAL MILLS, dry, Artificially Flavored, KRUSTEAZ Almond Poppyseed Muffin Mix",,418.0,75.6,40.0,1.7,5.6,10.3
"Babyfood, multigrain cereal and added DHA fortified, with fruit, whole milk, yogurt",,98.0,13.22,11.46,0.3,3.4,3.53
"Pork, unheated, separable lean and fat, bone-in, rump, ham and water product, cured",,179.0,1.35,0.88,0.0,16.09,12.13
"Squash, with salt, drained, boiled, cooked, frozen, includes skin, zucchini, summer",,14.0,2.97,1.69,1.3,1.15,0.13
"Potatoes, unprepared, frozen, salt not added in processing, steak cut, french fried",,138.0,24.31,0.21,2.4,2.4,3.42
"Beef, fast roasted, cooked, separable lean only, bolar blade, imported, New Zealand",,193.0,0.0,0.0,0.0,33.53,6.57
"Pork, raw, separable lean only, boneless, center rib (chops or roasts), loin, fresh",,152.0,0.0,0.0,0.0,21.8,6.48
"Beef, braised, cooked, choice, trimmed to 0"" fat, separable lean only, steak, flank",,237.0,0.0,0.0,0.0,28.02,13.0
"Lamb, fast roasted, cooked, separable lean only, loin saddle, imported, New Zealand",,162.0,0.0,0.0,0.0,25.53,6.7
"Pork, unheated, separable lean only, bone-in, shank, ham with natural juices, cured",,130.0,0.3,0.3,0.0,25.11,3.33
"Pork, unheated, separable lean only, bone-in, slice, ham with natural juices, cured",,123.0,0.0,0.0,0.0,24.34,2.87
"Pork, broiled, cooked, separable lean only, boneless, top loin (chops), loin, fresh",,173.0,0.0,0.0,0.0,27.58,6.08
"Pork, braised, cooked, separable lean only, boneless, top loin (chops), loin, fresh",,170.0,0.0,0.0,0.0,30.54,4.34
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, flat half, brisket",,127.0,0.0,0.0,0.0,21.57,3.84
"Lamb, raw, choice, trimmed to 1/8"" fat, separable lean and fat, foreshank, domestic",,201.0,0.0,0.0,0.0,18.91,13.38
"Snacks, made with enriched masa flour, barbecue-flavor, chips, extruded, corn-based",,523.0,56.2,0.0,0.0,7.0,32.7
"Pork, roasted, cooked, separable lean only, boston (roasts), blade, shoulder, fresh",,232.0,0.0,0.0,0.0,24.21,14.3
"Pork, broiled, cooked, separable lean only, boston (steaks), blade, shoulder, fresh",,227.0,0.0,0.0,0.0,26.74,12.54
"Beef, fast fried, cooked, separable lean and fat, tenderloin, imported, New Zealand",,202.0,0.27,0.0,0.0,29.26,9.35
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, top sirloin",,131.0,0.0,0.0,0.0,22.09,4.08
"Potatoes, as purchased, frozen, salt added in processing, steak fries, french fried",,133.0,23.51,0.2,1.9,2.19,3.39
"Lamb, fast fried, cooked, separable lean and fat, tenderloin, imported, New Zealand",,157.0,0.0,0.0,0.0,27.87,5.0
"Snacks, unsalted, made with partially hydrogenated soybean oil, plain, potato chips",,536.0,52.9,0.0,4.8,7.0,34.6
"Beef, broiled, cooked, choice, trimmed to 0"" fat, separable lean only, steak, flank",,194.0,0.0,0.0,0.0,27.82,8.32
"Beef, broiled, cooked, select, trimmed to 0"" fat, separable lean only, steak, flank",,178.0,0.0,0.0,0.0,27.96,6.48
"Pork, raw, separable lean and fat, bone-in, sirloin (chops or roasts), loin, fresh",,168.0,0.0,0.0,0.0,20.48,8.96
"Pork, roasted, cooked, separable lean only, bone-in, sirloin (roasts), loin, fresh",,204.0,0.0,0.0,0.0,27.78,9.44
"KELLOGG'S, Ice Cream Shoppe Frosted Ice Creme Sandwich Toaster Pastries, POP-TARTS",,390.0,69.4,23.5,3.5,4.6,10.9
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean and fat, whole, brisket",,251.0,0.0,0.0,0.0,18.42,19.06
"Yogurt, sweetened with low-calorie sweetener, nonfat milk, vanilla or lemon flavor",,43.0,7.5,7.5,0.0,3.86,0.18
"Pork, broiled, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",,231.0,0.0,0.0,0.0,23.72,14.35
"Pork, broiled, cooked, separable lean only, boneless, sirloin (chops), loin, fresh",,161.0,0.0,0.0,0.0,28.6,4.36
"Pork, braised, cooked, separable lean only, boneless, sirloin (chops), loin, fresh",,163.0,0.0,0.0,0.0,28.75,4.5
"Beef, fast fried, cooked, separable lean and fat, striploin, imported, New Zealand",,301.0,0.02,0.0,0.0,24.89,22.33
"Beef, braised, cooked, separable lean and fat, oyster blade, imported, New Zealand",,197.0,0.0,0.0,0.0,29.79,8.68
"Beef, raw, all grades, trimmed to 1/8"" fat, separable lean only, steak, tenderloin",,153.0,0.0,0.0,0.0,22.12,6.52
"Cake, with added fiber, low-fat, with icing or filling, not chocolate, snack cakes",,412.0,74.3,29.71,14.9,3.71,11.14
"Potatoes, as purchased, frozen, salt added in processing, shoestring, french fried",,167.0,25.59,0.2,2.3,2.16,6.24
"Beef, boiled, cooked, kidney, variety meats and by-products, imported, New Zealand",,157.0,0.0,0.0,0.0,27.28,5.27
"Corn, without salt, drained, boiled, cooked, kernels on cob, frozen, yellow, sweet",,94.0,22.33,3.59,2.8,3.11,0.74
"Pork, unheated, separable lean and fat, boneless, whole, ham -- water added, cured",,121.0,1.42,1.42,0.0,17.06,5.38
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",,214.0,0.0,0.0,0.0,19.92,14.28
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, steak, top sirloin",,189.0,0.0,0.0,0.0,20.68,11.13
"Lamb, fast fried, cooked, separable lean and fat, loin chop, imported, New Zealand",,332.0,0.41,0.0,0.0,21.5,27.11
"Chicken, braised, cooked, with added solution, meat and skin, drumstick, dark meat",,183.0,0.13,0.0,0.0,21.55,10.71
"Chicken, roasted, cooked, with added solution, meat and skin, drumstick, dark meat",,180.0,0.05,0.0,0.0,24.72,9.0
"Pork, roasted, extra lean (approximately 5% fat), low sodium, boneless, ham, cured",,145.0,1.5,0.0,0.0,20.9,5.5
"Chicken, braised, cooked, meat only, boneless, skinless, breast, broiler or fryers",,157.0,0.0,0.0,0.0,32.06,3.24
"Chicken, grilled, cooked, meat only, boneless, skinless, breast, broiler or fryers",,151.0,0.0,0.0,0.0,30.54,3.17
"Pork, unheated, separable lean only, bone-in, rump, ham with natural juices, cured",,122.0,0.43,0.43,0.0,22.71,3.47
"Pork, raw, separable lean only, bone-in, center rib (chops or roasts), loin, fresh",,136.0,0.0,0.0,0.0,21.79,4.8
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",,265.0,0.0,0.0,0.0,16.98,21.31
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, blade roast, chuck",,230.0,0.0,0.0,0.0,17.37,17.33
"Margarine, includes regular and hydrogenated corn and soybean oils, stick, 80% fat",,717.0,0.7,0.0,0.0,0.16,80.71
"Oil, roasting nuts, oil sprays, principal uses candy coatings, coconut, industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"Lamb, broiled, cooked, separable lean and fat, loin, frozen, imported, New Zealand",,315.0,0.0,0.0,0.0,23.43,23.88
"Oil, non-dairy, used for whipped toppings, palm kernel (hydrogenated) , industrial",,884.0,0.0,0.0,0.0,0.0,100.0
"Pork, unheated, separable lean only, boneless, whole, ham and water product, cured",,116.0,4.22,4.22,0.0,14.07,4.86
"Pork, braised, cooked, separable lean and fat, bone-in, blade (chops), loin, fresh",,255.0,0.0,0.0,0.0,26.54,15.71
"PREGO Pasta, ready-to-serve, Chunky Garden Mushroom and Green Pepper Italian Sauce",,69.0,10.0,7.69,2.3,1.54,2.31
"Fast foods, vegetables and ham, large patty; with condiments, cheeseburger; single",,286.0,13.01,0.0,0.0,15.55,18.97
"Beef, raw, select, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",,221.0,0.2,0.0,0.0,19.71,15.73
"Beef, raw, choice, trimmed to 0"" fat, separable lean only, bone-in, back ribs, rib",,252.0,0.64,0.0,0.0,18.72,19.36
"Potatoes, oven-heated, frozen, salt added in processing, steak fries, french fried",,152.0,26.98,0.25,2.6,2.57,3.76
"SUBWAY, lettuce and tomato, steak & cheese sub on white bread with American cheese",,183.0,21.49,3.41,1.2,12.29,5.34
"Beef, raw, all grades, trimmed to 1/4"" fat, separable lean only, clod roast, chuck",,129.0,0.0,0.0,0.0,19.63,5.02
"Cowpeas (blackeyes), without salt, drained, boiled, cooked, frozen, immature seeds",,132.0,23.76,4.46,6.4,8.49,0.66
"Bagels, with calcium propionate (includes onion, poppy, sesame), unenriched, plain",,275.0,53.4,0.0,2.3,10.5,1.6
"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",,276.0,0.0,0.0,0.0,17.77,22.21
"Beef, raw, select, trimmed to 0"" fat, separable lean only, roast, tip round, round",,122.0,0.0,0.0,0.0,21.38,3.35
"Beef, raw, choice, trimmed to 1/8"" fat, separable lean and fat, flat half, brisket",,278.0,0.12,0.0,0.0,18.12,22.15
"Turkey, microwaved, frozen, assorted vegetables, mashed potatoes w/gravy, stuffing",,128.0,16.32,4.82,1.3,6.97,3.89
"Cereals ready-to-eat, USDA Commodity Corn and Rice (includes all commodity brands)",,378.0,86.85,10.35,1.4,6.06,1.08
"Pork, unheated, separable lean and fat, bone-in, shank, ham -- water added, cured",,167.0,0.66,0.66,0.0,16.65,11.02
"Pork, braised, cooked, separable lean only, bone-in, sirloin (chops), loin, fresh",,195.0,0.0,0.0,0.0,31.0,6.9
"Pork, broiled, cooked, separable lean only, bone-in, sirloin (chops), loin, fresh",,174.0,0.0,0.0,0.0,29.29,5.45
"Cereals ready-to-eat, FROSTED MINI-WHEATS Bite Size Strawberry Delight, KELLOGG'S",,352.0,84.6,22.7,10.2,8.7,1.6
"Fast foods, roast beef on white bread with lettuce and tomato, submarine sandwich",,156.0,20.34,3.0,0.7,12.17,2.73
"Pork, roasted, cooked, separable lean only, boneless, blade (roasts), loin, fresh",,175.0,0.0,0.0,0.0,27.58,7.14
"PILLSBURY Golden Layer Buttermilk Biscuits, refrigerated dough, Artificial Flavor",,307.0,41.18,5.88,1.2,5.88,13.24
"Potatoes, oven-heated, frozen, salt added in processing, shoestring, french fried",,199.0,31.66,0.31,2.8,2.9,6.76
"Beef, slow roasted, cooked, separable lean only, eye round, imported, New Zealand",,164.0,0.0,0.0,0.0,29.68,4.98
"Beef, braised, cooked, separable lean only, chuck eye roll, imported, New Zealand",,208.0,0.0,0.0,0.0,32.08,8.89
"Beef, fast roasted, cooked, separable lean only, cube roll, imported, New Zealand",,239.0,0.0,0.0,0.0,30.09,13.22
"Lamb, braised, cooked, separable lean only, boneless, flap, imported, New Zealand",,234.0,0.0,0.0,0.0,27.88,13.6
